id;Edad;GENERO;NUMERO_HIJOS;PROFESION;SERVICIO;TIEMPO_PROPIETARIO;KILOMETRAJE_INSTALACION;EdadLicencia;RELACION_ASEGURADO;CILINDRAJE;CIUDAD;Min(Recorrido(Km));Min(Frenadas(Uni));Min(Arrancadas(Uni));Min(Aceleraciones(Uni));Min(ExcesoVelocidad(Min));Min(MaximaVelocidad(Km/h));Min(TiempoUso(Min));Min(UsoZona(Min));Min(FueraZona(Min));Min(Colision);Max(Recorrido(Km));Max(Frenadas(Uni));Max(Arrancadas(Uni));Max(Aceleraciones(Uni));Max(ExcesoVelocidad(Min));Max(MaximaVelocidad(Km/h));Max(TiempoUso(Min));Max(UsoZona(Min));Max(FueraZona(Min));Max(Colision);Mean(Recorrido(Km));Mean(Frenadas(Uni));Mean(Arrancadas(Uni));Mean(Aceleraciones(Uni));Mean(ExcesoVelocidad(Min));Mean(MaximaVelocidad(Km/h));Mean(TiempoUso(Min));Mean(UsoZona(Min));Mean(FueraZona(Min));Mean(Colision);MARCA;CLASE;TIPO;MODELO;SINIESTROS_2016;SINIESTROS_2017;SINIESTROS_2018
16001846;26.08;Femenino;0;Medico;Particular;6;58.017;3.04;Hijo;1000;BOGOTA;0;0;0;0;0;0;0;0;0;0;45;9;1;13;5;107.3;60;58;60;1;5.79;0.06;0.01;1.48;0.03;1.91;20.16;17.49;2.67;0;CHEVROLET;AUTOMOVIL;ALTO;2002;1;0;0
34981949;51.29;Masculino;2;Ingeniero;Particular;3;58.687;23.74;Conyugue;2500;BOGOTA;1;0;0;0;0;0;4;0;4;0;68;6;10;2;27;118.4;57;0;57;0;15.45;0.69;2.21;0.13;2.1;20.11;28.9;0;28.9;0;CHEVROLET;AUTOMOVIL;CORSA EVOLUTION;2005;0;0;0
55524348;52.27;Masculino;4;Medico;Particular;2;58.895;35.34;Asegurado;2500;BOGOTA;0;0;0;0;0;0;0;0;0;0;86;10;5;14;22;120.25;60;59;60;1;7.27;0.2;0.02;2.28;0.12;2.55;21.75;19.81;1.95;0.01;CHEVROLET;AUTOMOVIL;AVEO;2007;0;0;0
14379804;87.67;Masculino;4;Constructor;Particular;4;59.382;50.28;Asegurado;1400;BOGOTA;1;0;0;0;0;0;6;0;6;0;33;1;0;9;1;112.85;56;0;56;0;7.02;0.1;0;2.19;0.02;2.69;27.74;0;27.74;0;RENAULT;AUTOMOVIL;MEGANE;2000;1;1;0
38562233;31;Masculino;0;Ingeniero;Particular;5;59.506;2.99;Asegurado;1600;BOGOTA;0;0;0;0;0;0;0;0;0;0;68;5;2;21;1;129.5;60;60;60;1;16.36;0.55;0.02;2.25;0.05;5.25;37.32;4.44;32.88;0.01;CHEVROLET;AUTOMOVIL;SWIFT;1993;0;0;1
40942824;42.25;Masculino;1;Profesor;Particular;2;59.862;25.42;Asegurado;2500;BOGOTA;1;0;0;0;0;0;7;0;7;0;85;2;0;2;42;127.65;60;0;60;0;11.48;0.22;0;0.24;1.01;11.56;24.09;0;24.09;0;CHEVROLET;AUTOMOVIL;AVEO;2007;0;0;0
86097244;64.42;Femenino;2;Contador Publico;Particular;3;60;16.15;Asegurado;1800;CALI;0;0;0;0;0;0;0;0;0;0;36;19;4;8;6;122.1;60;60;60;1;4.91;0.56;0.04;0.89;0.03;0.78;19.33;7.7;11.63;0;RENAULT;AUTOMOVIL;SYMBOL;2005;1;0;0
54340399;32.57;Masculino;1;Profesor;Particular;4;60.529;0.74;Asegurado;1400;BOGOTA;1;0;0;0;0;0;3;0;0;0;55;11;1;19;15;118.4;60;60;59;0;5.38;0.07;0;2.16;0.22;8.49;17.45;14.53;2.92;0;RENAULT;AUTOMOVIL;CLIO II;2007;0;1;0
71834193;44.67;Masculino;1;Consultor-Negocios;Particular;4;60.763;1.54;Asegurado;1600;BOGOTA;0;0;0;0;0;0;0;0;0;0;34;5;10;8;1;101.75;54;54;36;1;4.03;0.31;0.97;0.32;0.05;4.18;12.84;12.24;0.6;0.01;MAZDA;AUTOMOVIL;ALLEGRO;2002;0;1;0
27685943;54.38;Masculino;3;Ingeniero;Particular;2;60.903;36.36;Asegurado;1800;BOGOTA;0;0;0;0;0;0;0;0;0;0;59;18;5;16;12;122.1;60;60;59;2;6.82;0.99;0.01;1.52;0.08;5.24;21.47;20.21;1.26;0;CHEVROLET;AUTOMOVIL;ALTO;2003;0;0;0
10350651;33.62;Masculino;0;Ingeniero;Particular;3;60.94;1.5;Asegurado;1800;BOGOTA;1;0;0;0;0;0;2;0;0;0;72;2;0;0;14;111;58;2;58;0;8.55;0.1;0;0;0.1;2.69;22.56;0.01;22.55;0;RENAULT;AUTOMOVIL;SYMBOL;2005;0;1;0
95166023;50.21;Masculino;1;Psicologo;Particular;5;60.949;1.47;Asegurado;1400;BOGOTA;1;0;0;0;0;0;3;0;0;0;47;35;13;40;10;129.5;60;23;60;0;8.84;0.59;1.51;0.92;0.21;7.91;21.06;0.05;21.01;0;RENAULT;AUTOMOVIL;LOGAN;2006;0;0;0
5115801;51.27;Masculino;3;Arquitecto;Particular;1;61.038;14.9;Hijo;1800;BOGOTA;1;0;0;0;0;0;5;0;5;0;28;0;0;4;22;94.35;41;0;41;0;4.79;0;0;1.07;1.57;6.74;16.21;0;16.21;0;MERCEDES BENZ;AUTOMOVIL;C 280;1995;0;0;0
83062490;55.98;Masculino;2;Ingeniero;Particular;3;62.192;17.9;Conyugue;1600;BOGOTA;0;0;0;0;0;0;0;0;0;0;56;4;1;19;6;129.5;58;58;44;2;10.11;0.13;0;0.73;0.07;4.27;23.72;13.66;10.06;0;RENAULT;AUTOMOVIL;MEGANE;2005;0;0;0
34869183;44.04;Femenino;0;Profesor;Particular;0;62.63;3.22;Asegurado;2000;BOGOTA;1;0;0;0;0;0;4;0;4;0;35;1;1;10;2;94.35;60;0;60;0;9.6;0.12;0.01;0.75;0.01;0.37;30.88;0;30.88;0;RENAULT;AUTOMOVIL;CLIO II;2003;0;0;0
86160113;55.79;Masculino;1;Ingeniero;Particular;4;63.035;37.04;Asegurado;1000;BOGOTA;0;0;0;0;0;0;0;0;0;0;43;10;2;21;6;112.85;60;60;60;2;13.83;0.48;0.01;2.3;0.06;3.37;41.26;35.42;5.84;0;CHEVROLET;AUTOMOVIL;SPRINT;2004;0;0;0
78600298;56.02;Masculino;2;Consultor-Negocios;Particular;2;63.298;2.25;Asegurado;2200;BOGOTA;1;0;0;0;0;0;4;0;0;0;94;24;1;0;39;129.5;60;58;60;1;12.44;0.41;0;0;0.78;15.63;25.36;13.05;12.31;0;MAZDA;AUTOMOVIL;ALLEGRO;2004;0;0;0
54829491;45.53;Femenino;2;Consultor-Negocios;Particular;0;63.736;29.33;Asegurado;1600;BOGOTA;1;0;0;0;0;0;5;0;5;0;13;0;0;6;0;0;51;0;51;0;4.96;0;0;1;0;0;21.43;0;21.43;0;RENAULT;AUTOMOVIL;SCENIC;2003;0;0;0
14903917;56.58;Femenino;1;Servicios de Informatica;Particular;2;64.199;26.42;Asegurado;1600;BOGOTA;1;0;0;0;0;0;3;0;0;0;72;14;4;10;23;122.1;60;58;60;0;8.85;0.61;0.04;0.99;0.12;2.99;27.13;2.04;25.09;0;CHEVROLET;AUTOMOVIL;CORSA;2004;0;0;0
70152429;39.52;Masculino;1;Contador Publico;Particular;2;64.259;2.12;Asegurado;2500;BOGOTA;0;0;0;0;0;0;0;0;0;0;70;2;0;14;30;111;60;60;60;1;10.05;0.04;0;1.99;1.63;28.55;23.45;17.64;5.82;0;RENAULT;AUTOMOVIL;CLIO II;2003;0;0;0
28028375;41;Femenino;0;Fisioterapeuta;Particular;1;64.521;30.98;Asegurado;2500;BOGOTA;0;0;0;0;0;0;0;0;0;0;68;12;17;12;33;129.5;60;58;60;1;6.79;0.74;0.99;0.28;0.14;2.83;22.84;21.14;1.69;0;RENAULT;AUTOMOVIL;CLIO II;2004;0;0;0
17274166;51.56;Masculino;0;Consultor-Negocios;Particular;4;64.587;7.47;Asegurado;2500;BOGOTA;1;0;0;0;0;0;4;0;0;0;71;4;6;15;14;125.8;60;60;60;1;7.46;0.02;0.01;1.12;0.11;2.66;22.85;21.04;1.81;0;NISSAN;AUTOMOVIL;SENTRA;2005;0;0;0
39406475;49.48;Femenino;2;Economista;Particular;3;64.605;2.2;Asegurado;1400;BOGOTA;0;0;0;0;0;0;0;0;0;0;40;2;2;19;3;123.95;60;60;59;1;7.59;0.04;0.01;2.04;0.05;3.48;23.84;20.44;3.4;0;CHEVROLET;AUTOMOVIL;AVEO;2006;1;1;0
59009494;59.68;Femenino;2;Medico;Particular;2;65.12;3.07;Asegurado;1000;BOGOTA;1;0;0;0;0;0;4;0;0;0;61;27;2;12;1;109.15;60;59;60;1;7.28;0.86;0.01;1.57;0.02;2.34;21.8;16.1;5.7;0;CHEVROLET;AUTOMOVIL;ALTO;2002;0;1;0
17696169;60.66;Femenino;3;Economista;Particular;6;65.154;39.23;Asegurado;1300;BOGOTA;0;0;0;0;0;0;0;0;0;0;37;0;1;4;0;0;59;53;49;1;5.46;0;0.01;0.73;0;0;21.48;18.69;2.79;0.01;MAZDA;AUTOMOVIL;ALLEGRO;2002;0;0;0
49117433;36.43;Femenino;0;Consultor-Negocios;Particular;3;65.406;17.43;Asegurado;1200;BOGOTA;1;0;0;0;0;0;3;0;0;0;77;27;15;17;36;129.5;59;9;59;1;7.12;1.4;2;0.15;0.46;7.53;21.3;0.04;21.26;0;RENAULT;AUTOMOVIL;TWINGO;2006;0;0;0
63273761;36.47;Masculino;0;Ingeniero;Particular;1;65.459;0.95;Asegurado;1800;BOGOTA;0;0;0;0;0;0;0;0;0;0;90;10;1;77;22;129.5;60;60;60;1;10.51;0.15;0.01;2.66;0.29;19.47;26.74;21.79;4.95;0;CHEVROLET;AUTOMOVIL;OPTRA;2006;0;1;1
51819385;55.97;Femenino;1;Contador Publico;Particular;3;65.67;27.95;Asegurado;2500;BOGOTA;1;0;0;0;0;0;6;6;0;0;16;3;0;5;0;0;48;48;31;0;5.45;0.24;0;0.93;0;0;20.58;19.6;0.98;0;CHEVROLET;AUTOMOVIL;CORSA;2004;1;0;0
2597000;48.76;Femenino;1;Economista;Particular;2;66;5.49;Asegurado;1000;BOGOTA;0;0;0;0;0;0;0;0;0;0;73;5;1;30;6;125.8;60;57;60;2;7.17;0.3;0.02;1.94;0.05;2.82;22.93;5.6;17.33;0.01;CHEVROLET;AUTOMOVIL;ALTO;2002;0;0;1
91865953;57.61;Femenino;3;Consultor-Negocios;Particular;4;66.389;1.12;Asegurado;1400;BOGOTA;1;0;0;0;0;0;5;0;0;0;37;2;0;2;10;129.5;58;43;58;1;11.61;0.29;0;0.25;0.68;24.96;23.12;9.85;13.27;0.02;CHEVROLET;AUTOMOVIL;AVEO;2006;0;0;0
69179285;54.97;Masculino;2;Consultor-Negocios;Particular;3;66.599;32.38;Asegurado;2500;BOGOTA;0;0;0;0;0;0;0;0;0;0;32;9;1;0;6;125.8;58;58;45;1;10.38;0.78;0;0;0.04;2.19;24.92;18;6.92;0.01;CHEVROLET;AUTOMOVIL;CHEVY;2006;2;0;0
7857047;54.52;Masculino;1;Ingeniero;Particular;1;66.849;0.93;Asegurado;2500;BOGOTA;1;0;0;0;0;0;3;0;0;0;61;4;1;19;12;123.95;60;60;60;0;5.85;0.08;0.02;1.31;0.07;3.92;21.71;20.6;1.11;0;RENAULT;AUTOMOVIL;TWINGO;2007;0;0;0
53628078;21.04;Masculino;0;Consultor-Negocios;Particular;2;66.898;1.2;Asegurado;1600;BOGOTA;1;0;0;0;0;0;2;0;0;0;62;62;13;24;12;129.5;60;58;48;1;10.13;1.32;1.78;1.13;0.81;45.43;21.28;17.28;4;0;RENAULT;AUTOMOVIL;CLIO II;2008;0;0;0
23513805;49.71;Masculino;1;Consultor-Negocios;Particular;1;67.556;2.93;Hijo;1600;BOGOTA;0;0;0;0;0;0;0;0;0;0;69;2;0;17;27;129.5;60;60;60;1;8.12;0.01;0;1.82;0.58;26.25;23.41;15.94;7.47;0;MAZDA;AUTOMOVIL;ALLEGRO;2004;0;1;0
56966631;31.91;Masculino;0;Ingeniero;Particular;1;67.627;5.33;Asegurado;1800;BOGOTA;0;0;0;0;0;0;0;0;0;0;70;11;1;6;19;129.5;60;58;59;2;9.81;0.24;0;0.05;0.56;20.3;24.76;17.31;7.45;0.01;VOLKSWAGEN;AUTOMOVIL;GOL [3];2003;0;0;0
52926051;42.95;Femenino;1;Publicidad-Animacion;Particular;4;67.665;1.51;Asegurado;1200;BOGOTA;1;0;0;0;0;0;6;0;0;0;42;1;0;7;1;103.6;59;57;50;0;8.58;0.07;0;1.07;0.05;5.38;26.05;20.02;6.04;0;RENAULT;AUTOMOVIL;TWINGO;2006;0;0;0
30966635;33.82;Masculino;0;Odontologo;Particular;4;68.056;1.18;Asegurado;1400;BOGOTA;0;0;0;0;0;0;0;0;0;0;48;26;2;6;6;125.8;58;58;58;2;5.84;0.31;0.03;0.15;0.07;5.37;18.49;16.26;2.23;0.01;CHEVROLET;AUTOMOVIL;CORSA;2005;0;1;0
55237061;59.87;Masculino;0;Abogado;Particular;2;68.066;2.33;Asegurado;1800;BOGOTA;0;0;0;0;0;0;0;0;0;0;30;0;0;7;0;0;57;56;46;1;5.26;0;0;1.19;0;0;19.87;18.95;0.92;0;VOLKSWAGEN;AUTOMOVIL;GOL [3];2001;0;0;0
29272579;30.22;Femenino;0;Disenhador Paginas web;Particular;2;68.152;2.25;Asegurado;2500;BOGOTA;0;0;0;0;0;0;0;0;0;0;37;16;31;9;1;107.3;60;60;47;1;6.22;0.68;4.31;1.49;0.01;1.41;22.33;20.1;2.23;0;CHEVROLET;AUTOMOVIL;CORSA;2006;0;0;0
24906877;29.26;Femenino;0;Medico;Particular;3;68.171;1.04;Asegurado;1600;BOGOTA;1;0;0;0;0;0;10;0;0;0;30;2;0;6;2;99.9;59;59;39;0;6.38;0.58;0;1.65;0.08;3.84;25.92;17.85;8.08;0;RENAULT;AUTOMOVIL;TWINGO;2004;0;0;0
26354671;28.95;Masculino;0;Consultor-Negocios;Particular;5;68.179;2.79;Hijo;1800;BOGOTA;1;0;0;0;0;0;2;0;0;0;36;17;12;0;3;129.5;60;58;50;0;6.34;0.32;1.1;0;0.03;3.2;19.24;17.16;2.08;0;RENAULT;AUTOMOVIL;CLIO II;2003;0;0;0
27531301;43.26;Masculino;0;Ingeniero;Particular;4;68.54;19;Asegurado;1800;BOGOTA;0;0;0;0;0;0;0;0;0;0;82;6;1;7;20;129.5;60;58;58;1;13.9;0.29;0;0.18;0.99;38.29;26.7;12.73;13.97;0;NISSAN;AUTOMOVIL;ALMERA;2004;0;0;0
1895823;76.33;Masculino;4;Consultor-Negocios;Particular;3;68.706;22.95;Asegurado;1000;BOGOTA;1;0;0;0;0;0;6;0;6;0;57;10;1;6;8;105.45;60;0;60;0;9.98;0.65;0.01;0.61;0.23;4.85;29.07;0;29.07;0;CHEVROLET;AUTOMOVIL;ALTO;2002;0;0;0
78598705;52.76;Femenino;3;Profesor;Particular;6;68.754;2.26;Asegurado;1400;BOGOTA;1;0;0;0;0;0;4;0;0;0;50;2;0;0;1;96.2;59;42;59;0;8.97;0.11;0;0;0.04;3.93;21.84;14.45;7.38;0;RENAULT;AUTOMOVIL;MEGANE;2003;0;0;0
40450705;53.92;Masculino;4;Constructor;Particular;4;68.819;29.5;Asegurado;2500;BOGOTA;0;0;0;0;0;0;0;0;0;0;44;28;3;21;12;127.65;60;60;57;1;8.37;0.79;0.01;1.27;0.13;6.95;26.6;20.85;5.75;0;MITSUBISHI;CAMPERO;MONTERO;2005;0;0;0
50943442;50.56;Femenino;0;Odontologo;Particular;5;68.952;23.42;Asegurado;2500;BOGOTA;1;0;0;0;0;0;5;5;0;0;14;2;8;2;0;0;40;40;0;0;4.16;0.32;1.44;0.36;0;0;15.12;15.12;0;0;CHEVROLET;AUTOMOVIL;CORSA EVOLUTION;2003;0;0;0
67771146;45.21;Masculino;0;Abogado;Particular;1;69.156;18.22;Asegurado;2700;BOGOTA;0;0;0;0;0;0;0;0;0;0;45;3;0;4;0;0;59;53;59;1;14.47;0.76;0;0.44;0;0;34.91;12.04;22.87;0.02;TOYOTA;CAMPERO;PRADO [LC 90];2005;0;0;0
92750354;49.27;Masculino;0;Ingeniero;Particular;1;69.408;7.7;Asegurado;1600;BOGOTA;0;0;0;0;0;0;0;0;0;0;39;33;2;0;8;109.15;60;60;60;2;7.26;4.1;0.02;0;0.22;22.17;20.16;19.61;0.55;0.17;RENAULT;AUTOMOVIL;SCENIC;2003;1;0;0
19161829;54.58;Masculino;2;Abogado;Particular;2;69.673;2.26;Asegurado;2500;BOGOTA;1;0;0;0;0;0;4;0;0;0;31;3;0;4;1;98.05;58;47;52;0;7.91;0.72;0;0.26;0.09;8.87;24.81;18.23;6.58;0;MITSUBISHI;CAMPERO;MONTERO;2006;0;0;0
89683202;55.35;Masculino;2;Contador Publico;Particular;3;70.614;32.39;Asegurado;2500;BOGOTA;1;0;0;0;0;0;3;2;0;0;18;3;1;8;2;98.05;50;48;22;0;7.03;0.29;0.01;0.28;0.1;8;19.47;17.82;1.65;0;RENAULT;AUTOMOVIL;SYMBOL;2007;1;0;0
53148351;40.21;Femenino;1;Economista;Particular;1;71.125;4.7;Asegurado;1400;BOGOTA;0;0;0;0;0;0;0;0;0;0;61;10;11;9;21;103.6;60;60;60;1;8.4;0.52;0.63;0.77;0.15;3.27;26.87;20.71;6.15;0;RENAULT;AUTOMOVIL;CLIO I;2001;0;0;0
5057491;23.35;Masculino;0;Musico;Particular;3;71.178;2.22;Hijo;2500;BOGOTA;1;0;0;0;0;0;3;0;0;0;75;7;1;47;24;129.5;60;60;60;1;7.34;0.1;0.01;1.98;0.18;4.44;24.27;22.17;2.1;0;CHEVROLET;AUTOMOVIL;CORSA;2006;0;0;0
12654037;65.26;Femenino;2;Profesor;Particular;3;71.258;1.65;Asegurado;1400;MEDELLIN;1;0;0;0;0;0;8;8;0;0;19;11;5;4;0;0;60;60;1;0;4.02;1.14;1.71;0.9;0;0;20.71;20.69;0.02;0;RENAULT;AUTOMOVIL;R9;1997;0;0;0
38938760;41.86;Masculino;1;Odontologo;Particular;5;71.933;21.42;Conyugue;1400;BOGOTA;0;0;0;0;0;0;0;0;0;0;46;2;5;18;14;114.7;60;13;60;1;7.9;0.05;0.02;2.35;0.31;19.94;22.27;0.02;22.25;0;CHEVROLET;AUTOMOVIL;CORSA;2001;0;0;0
6238895;75.01;Masculino;4;Odontologo;Particular;5;72.059;43.33;Asegurado;2800;BOGOTA;1;0;0;0;0;0;2;2;0;0;19;2;14;6;1;90.65;55;55;15;0;5.9;0.1;1.48;0.06;0;0.27;24.44;24.34;0.09;0;MERCEDES BENZ;AUTOMOVIL;C 280;1994;0;0;0
1388656;66.46;Femenino;0;Medico;Particular;4;72.175;1.78;Asegurado;1400;MEDELLIN;0;0;0;0;0;0;0;0;0;0;20;14;2;7;0;0;59;57;36;1;6.25;0.33;0.01;0.52;0;0;21.82;18.06;3.75;0;CHEVROLET;AUTOMOVIL;CORSA;1998;1;0;0
16050510;22.25;Masculino;0;Ingeniero;Particular;2;72.298;4.22;Hijo;2500;BOGOTA;1;0;0;0;0;0;6;0;0;0;21;5;9;3;6;112.85;53;44;49;0;8.76;1;1.97;0.26;0.5;23.78;21.85;18.03;3.82;0;CHEVROLET;AUTOMOVIL;CORSA EVOLUTION;2003;0;1;0
77509752;29.8;Femenino;0;Medico;Particular;1;72.553;2.77;Asegurado;1400;BOGOTA;0;0;0;0;0;0;0;0;0;0;53;2;1;12;13;112.85;60;60;60;1;8.16;0.05;0;1.17;0.37;7.89;23.95;18.16;5.8;0;CHEVROLET;AUTOMOVIL;CORSA;2002;0;1;1
29191034;47.37;Masculino;2;Ingeniero;Particular;2;73.805;0.73;Conyugue;2500;BOGOTA;1;0;0;0;0;0;4;0;0;0;43;1;0;10;1;99.9;60;60;59;0;6.47;0.02;0;1.09;0;0.19;24.19;19.51;4.68;0;CHEVROLET;AUTOMOVIL;CORSA;2005;0;0;0
60779705;34.95;Femenino;0;Economista;Particular;3;73.886;6.55;Asegurado;2500;BOGOTA;1;0;0;0;0;0;3;0;0;0;63;35;16;3;21;103.6;58;47;58;0;3.78;0.71;2.66;0.09;0.07;0.92;15.18;14.42;0.76;0;RENAULT;AUTOMOVIL;SYMBOL;2005;0;0;0
46453743;48.35;Masculino;3;Economista;Particular;1;74;20.33;Asegurado;3000;BOGOTA;0;0;0;0;0;0;0;0;0;0;62;3;1;5;24;122.1;60;60;60;1;9.43;0.36;0;0.12;0.51;10.9;25.07;19.45;5.61;0;CHEVROLET;AUTOMOVIL;AVEO;2006;0;0;0
1984311;49.09;Masculino;1;Abogado;Particular;2;74.021;30.32;Asegurado;3500;BOGOTA;0;0;0;0;0;0;0;0;0;0;60;2;1;17;54;129.5;60;8;60;1;10.44;0.03;0;1.95;3.69;12.89;27.53;0.01;27.52;0;CHEVROLET;PICKUP DOBLE CAB;LUV;2005;0;0;0
48744831;49.6;Femenino;1;Consultor-Negocios;Particular;0;74.546;2.78;Asegurado;1600;BOGOTA;1;0;0;0;0;0;4;0;0;0;45;6;3;8;8;122.1;60;60;58;0;6.54;0.25;0.02;0.11;0.03;1.32;25.63;21.96;3.68;0;RENAULT;AUTOMOVIL;LOGAN;2011;0;0;0
56031062;57.07;Femenino;0;Medico;Particular;0;74.719;36.15;Asegurado;1800;BOGOTA;1;0;0;0;0;0;4;0;0;0;61;19;1;8;1;103.6;58;56;52;0;10.39;4.85;0;0.25;0;0.25;27.17;18.92;8.24;0;CHEVROLET;CAMPERO;GRAND VITARA;2003;0;0;0
70021921;53.3;Femenino;1;Veterinario;Particular;2;75;3.21;Madre;1300;BOGOTA;0;0;0;0;0;0;0;0;0;0;74;1;1;17;19;123.95;60;59;59;1;7.21;0.02;0;1.38;0.08;1.06;21.69;19.47;2.22;0;MAZDA;AUTOMOVIL;ALLEGRO;2004;0;0;0
74351374;26.08;Femenino;0;Medico;Particular;4;75;17.07;Asegurado;2500;BOGOTA;1;0;0;0;0;0;3;0;0;0;27;1;0;2;4;105.45;55;55;45;0;6.89;0.07;0;0.13;0.11;3.6;20.45;18.15;2.31;0;CHEVROLET;AUTOMOVIL;CORSA EVOLUTION;2004;0;1;1
98673720;34.61;Femenino;1;Odontologo;Particular;1;75.302;2.33;Asegurado;1600;BOGOTA;1;0;0;0;0;0;4;0;0;0;46;2;0;7;7;122.1;57;50;45;0;13.05;0.05;0;1.05;1.08;39.5;25.86;17.41;8.46;0;RENAULT;AUTOMOVIL;MEGANE;2005;0;0;0
87598831;60.55;Femenino;0;Arquitecto;Particular;12;75.513;1.74;Asegurado;1300;MEDELLIN;0;0;0;0;0;0;0;0;0;0;53;4;1;23;4;99.9;60;60;60;1;6.52;0.07;0.01;1.16;0.04;2.22;22.66;19.19;3.47;0;CHEVROLET;AUTOMOVIL;SWIFT;1993;0;0;0
91785547;70.67;Femenino;5;Psicologo;Particular;2;76.204;2.23;Asegurado;2500;MEDELLIN;0;0;0;0;0;0;0;0;0;0;45;8;1;7;1;96.2;60;59;60;1;8.22;0.33;0.01;1.04;0.01;0.66;23.32;12.67;10.66;0.01;CHEVROLET;AUTOMOVIL;CORSA;2004;0;0;0
25299024;34.02;Femenino;2;Profesor;Particular;6;76.581;1.62;Asegurado;1800;BOGOTA;0;0;0;0;0;0;0;0;0;0;49;4;1;15;8;105.45;60;59;60;1;5.22;0.09;0.01;1.32;0.03;1.08;21.19;19.44;1.75;0;CHEVROLET;AUTOMOVIL;SWIFT;1995;0;0;0
93454319;30.64;Femenino;0;Profesor;Particular;3;76.71;2.23;Hijo;1200;BOGOTA;1;0;0;0;0;0;5;0;0;0;15;1;0;0;0;0;35;34;20;0;6.83;0.04;0;0;0;0;20.92;18.75;2.17;0;RENAULT;AUTOMOVIL;TWINGO;2003;0;0;0
9136562;32.76;Femenino;0;Consultor-Negocios;Particular;2;77.313;2.74;Asegurado;2200;BOGOTA;1;0;0;0;0;0;3;0;0;0;59;94;12;8;14;127.65;60;58;58;0;7.11;0.63;0.93;0.15;0.06;2.15;22.14;18.31;3.83;0;RENAULT;AUTOMOVIL;CLIO II;2002;0;0;0
19421259;39.32;Femenino;0;Contador Publico;Particular;1;77.915;1.7;Asegurado;2500;BOGOTA;1;0;0;0;0;0;2;0;0;0;48;7;1;28;11;125.8;60;2;60;0;15.31;0.62;0.01;4.3;0.05;1.89;41.91;0;41.91;0;RENAULT;AUTOMOVIL;TWINGO;2005;0;1;0
6544389;47.67;Masculino;3;Arquitecto;Particular;3;78.524;1.54;Asegurado;1400;BOGOTA;1;0;0;0;0;0;5;0;0;0;40;4;0;0;1;99.9;59;52;58;0;11.45;0.18;0;0;0.1;9.71;26.88;16.35;10.53;0;PEUGEOT;AUTOMOVIL;206;2006;0;0;0
13894078;47.28;Masculino;2;Consultor-Negocios;Particular;1;79.177;29.16;Conyugue;2200;BOGOTA;1;0;0;0;0;0;3;0;3;0;59;4;1;12;14;127.65;60;0;60;0;7.39;0.06;0;1.39;0.33;11.74;21.85;0;21.85;0;MERCEDES BENZ;AUTOMOVIL;C 180K;2005;0;0;0
97259073;42.68;Femenino;3;Consultor-Negocios;Particular;0;79.233;34.01;Asegurado;2500;BOGOTA;1;0;0;0;0;0;2;0;0;0;61;8;1;14;25;111;60;53;60;1;7.73;0.19;0.01;1.29;0.15;1.81;23.54;4.38;19.16;0.01;CHEVROLET;AUTOMOVIL;CORSA EVOLUTION;2004;0;0;0
53430248;40.5;Masculino;0;Consultor-Negocios;Particular;2;80.232;1.67;Asegurado;2500;MEDELLIN;1;0;0;0;0;0;2;0;0;0;32;8;3;7;1;92.5;60;60;57;0;4.52;0.07;0.01;0.83;0;0.17;19.26;17.06;2.2;0;MITSUBISHI;CAMPERO;MONTERO;2005;0;0;0
75081906;33.34;Masculino;0;Contador Publico;Particular;1;80.521;3.15;Asegurado;1800;BOGOTA;1;0;0;0;0;0;2;0;0;0;52;7;1;6;5;109.15;59;57;59;0;6.94;0.3;0.01;0.11;0.03;1.47;22.28;21.33;0.95;0;CHEVROLET;AUTOMOVIL;ALTO;2002;0;0;0
43961677;51.02;Masculino;2;Servicios de Informatica;Particular;4;80.887;27.21;Asegurado;2000;BOGOTA;1;0;0;0;0;0;5;0;5;0;35;2;0;7;7;114.7;60;0;60;0;8.75;0.15;0;1.71;0.33;11.39;23.16;0;23.16;0;KIA;CAMPERO;GRAND SPORTAGE [1];2004;0;0;0
58482003;30.64;Masculino;0;Consultor-Negocios;Particular;0;82.513;13.22;Asegurado;5400;BOGOTA;0;0;0;0;0;0;0;0;0;0;54;0;0;0;4;120.25;59;47;55;1;8.43;0;0;0;0.23;12.46;21.62;17.25;4.38;0.02;VOLKSWAGEN;AUTOMOVIL;GOLF [4];2002;0;0;0
9785460;45.61;Femenino;0;Arquitecto;Particular;3;82.659;12.23;Asegurado;1200;BOGOTA;0;0;0;0;0;0;0;0;0;0;45;8;9;4;3;94.35;58;57;54;1;4.35;0.61;1.27;0.1;0;0.09;16.91;16.62;0.29;0.01;RENAULT;AUTOMOVIL;TWINGO;2003;0;0;0
52529409;58.5;Masculino;2;Abogado;Particular;2;83.06;35.33;Conyugue;1600;BOGOTA;0;0;0;0;0;0;0;0;0;0;13;2;0;4;1;98.05;27;27;23;4;4.5;0.13;0;0.48;0.06;5.28;12.93;7.96;4.96;0.07;CHEVROLET;AUTOMOVIL;CORSA;2003;0;0;0
